station_code,entity,water_body,uf,latitude,longitude,parameters,first_year,last_year,years
SAPU 02250,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.72944444,-47.52166667,1,2012,2018,7
SAPU 02250 ou SAPU02250,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.729444,-47.521667,5,2000,2020,19
SAPU 02270,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.7075,-47.58472222,1,2012,2018,7
SAPU 02270 ou SAPU02270,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.7075,-47.584722,5,2000,2020,19
SAPU 02300,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.64333333,-47.67305556,1,2012,2018,7
SAPU 02300 ou SAPU02300,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.643333,-47.673056,5,2001,2020,19
SAPU 02400,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.52333333,-47.8275,1,2012,2018,7
SAPU 02900,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.20361111,-48.29,1,2012,2018,7
SAPU02400,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.523333,-47.8275,5,1978,2021,41
SAPU02900,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.203611,-48.29,5,2012,2021,9
SAPZ 04500,CETESB,Rio Sapucaizinho,SP,-20.63305556,-47.28388889,1,2015,2018,4
SAPZ 04500 ou SAPZ04500,CETESB,Rio Sapucaizinho,SP,-20.633056,-47.283889,5,2015,2020,5
SAUI 02900,CETESB,Rio Sarapuí,SP,-23.35277778,-47.73777778,1,2012,2018,7
SAUI02900,CETESB,Rio Sarapuí,SP,-23.352778,-47.737778,5,2005,2021,16
SDOM 03900,CETESB,Ribeirão São Domingos,SP,-20.84361111,-49.09027778,1,2012,2018,7
SDOM 04300,CETESB,Ribeirão São Domingos,SP,-21.15833333,-48.94222222,1,2012,2018,7
SDOM 04500,CETESB,Ribeirão São Domingos,SP,-21.05055556,-49.06361111,1,2012,2018,7
SDOM03900,CETESB,Ribeirão São Domingos,SP,-20.843611,-49.090278,5,2005,2021,16
SDOM04300,CETESB,Ribeirão São Domingos,SP,-21.158333,-48.942222,5,2010,2021,11
SDOM04500,CETESB,Ribeirão São Domingos,SP,-21.050556,-49.063611,5,1980,2021,40
SETA 04600,CETESB,Ribeirão do Sertãozinho,SP,-21.08861111,-48.04444444,1,2012,2018,7
SETA04600,CETESB,Ribeirão do Sertãozinho,SP,-21.088611,-48.044444,5,2011,2021,10
SJBA 04950,CETESB,Cor. São João do Barueri,SP,-23.50555556,-46.86083333,1,2012,2018,7
SJBA04950,CETESB,Cor. São João do Barueri,SP,-23.505556,-46.860833,5,2012,2021,9
SJDO 02150,CETESB,Rio São José dos Dourados,SP,-20.71722222,-49.76666667,1,2013,2018,6
SJDO 02500,CETESB,Rio São José dos Dourados,SP,-20.50861111,-50.51888889,1,2012,2018,7
SJDO02150,CETESB,Rio São José dos Dourados,SP,-20.717222,-49.766667,5,2013,2021,8
SJDO02500,CETESB,Rio São José dos Dourados,SP,-20.508611,-50.518889,5,1978,2021,42
SLOU 03700,CETESB,Rio São Lourenço,SP,-21.64194444,-48.83972222,1,2014,2018,5
SLOU03700,CETESB,Rio São Lourenço,SP,-21.641944,-48.839722,5,2014,2021,7
SORO 02050,CETESB,Rio Sorocaba,SP,-23.54,-47.44527778,1,2012,2018,7
SORO 02100,CETESB,Rio Sorocaba,SP,-23.47833333,-47.44388889,1,2012,2018,7
SORO 02200,CETESB,Rio Sorocaba,SP,-23.40833333,-47.48,1,2012,2018,7
SORO 02500,CETESB,Rio Sorocaba,SP,-23.31916667,-47.77888889,1,2012,2018,7
SORO 02700,CETESB,Rio Sorocaba,SP,-23.1725,-47.79638889,1,2012,2018,7
SORO 02900,CETESB,Rio Sorocaba,SP,-23.02277778,-47.81972222,1,2012,2018,7
SORO02050,CETESB,Rio Sorocaba,SP,-23.54,-47.445278,5,2011,2021,10
SORO02100,CETESB,Rio Sorocaba,SP,-23.478333,-47.443889,5,1978,2021,43
SORO02200,CETESB,Rio Sorocaba,SP,-23.408333,-47.48,5,1979,2021,42
SORO02300,CETESB,Rio Sorocaba,SP,-23.3631,-47.5783,5,2020,2021,2
SORO02500,CETESB,Rio Sorocaba,SP,-23.319167,-47.778889,5,2005,2021,16
SORO02700,CETESB,Rio Sorocaba,SP,-23.1725,-47.796389,5,2000,2021,21
SORO02900,CETESB,Rio Sorocaba,SP,-23.022778,-47.819722,5,1978,2021,43
TATU04850,CETESB,Ribeirão Tatu,SP,-22.66,-47.3525,5,2000,2021,21
TAUI04900,CETESB,Rio Tatuí,SP,-23.323611,-47.782778,5,2005,2021,16
TBIR02700,CETESB,Rio Tibiriçá,SP,-21.788889,-50.15,5,1979,2021,29
TBIR03300,CETESB,Rio Tibiriçá,SP,-22.061111,-49.901111,5,2001,2021,20
TDUA02700,CETESB,Ribeirão do Tamanduá,SP,-21.206667,-47.657222,5,2016,2021,5
TELA02700,CETESB,Córrego Batistela,SP,-21.953333,-47.366389,5,2002,2021,16
TGDE00900,CETESB,Reservatório de Tanque Grande,SP,-23.377222,-46.459722,5,1978,2021,43
TIBB02100,CETESB,Reservatório de Barra Bonita,SP,-22.612778,-48.347778,5,1999,2021,22
TIBB02700,CETESB,Reservatório de Barra Bonita,SP,-22.544167,-48.446667,5,1995,2021,26
TIBT02500,CETESB,Braço do Rio Tiete,SP,-22.678056,-48.251667,5,1995,2021,26
TIES04900,CETESB,Reservatório Edgard de Souza,SP,-23.454444,-46.91,5,1978,2021,43
TIET02350,CETESB,Rio Tietê,SP,-23.200278,-47.335556,5,1984,2021,37
TIET02400,CETESB,Rio Tietê,SP,-23.086667,-47.678056,5,1978,2021,42
TIET02450,CETESB,Rio Tietê,SP,-22.956944,-47.823056,5,1993,2021,28
TIET02500,CETESB,Rio Tietê,SP,-22.507222,-48.546111,5,1978,2021,42
TIET02600,CETESB,Rio Tietê,SP,-21.758611,-48.994167,5,1978,2021,43
TIET02700,CETESB,Rio Tietê,SP,-21.296944,-49.795,5,1978,2021,43
TIET02900,CETESB,Rio Tietê,SP,-20.669444,-51.444722,5,2014,2021,7
TIJU02900,CETESB,Ribeirão Tijuco Preto,SP,-22.810833,-47.173333,5,2002,2021,19
TIPI04900,CETESB,Reservatório de Pirapora,SP,-23.390833,-46.994722,5,1978,2021,43
TIPR02400,CETESB,Reservatório de Promissão,SP,-21.640278,-49.285278,5,1978,2021,28
TIPR02990,CETESB,Reservatório de Promissão,SP,-21.297222,-49.7825,5,2007,2021,13
TIRG02900,CETESB,Reservatório de Rasgão,SP,-23.382778,-47.029444,5,1978,2021,42
TITR02100,CETESB,Reservatório de Três Irmãos,SP,-21.048333,-50.4675,5,1991,2021,30
TITR02800,CETESB,Reservatório de Três Irmãos,SP,-20.659722,-51.146667,5,1978,2021,42
TJCO03750,,,SP,-22.7256,-47.5283,2,2021,2021,1
TKIN02950,CETESB,Córrego Tanquinho,SP,-21.1428,-47.8025,5,2017,2021,4
TOLE03750,CETESB,Ribeirão dos Toledos,SP,-22.735833,-47.414444,5,2015,2021,6
TREB02950,CETESB,Ribeirão Três Barras,SP,-22.6575,-47.209444,5,2003,2021,18
TURV02300,CETESB,Rio Turvo - UGHRI 15,SP,-20.991667,-48.7075,5,2013,2021,8
TURV02500,CETESB,Rio Turvo - UGHRI 15,SP,-20.741667,-49.103611,5,1979,2021,41
TURV02800,CETESB,Rio Turvo - UGHRI 15,SP,-20.499444,-49.211111,5,1978,2021,42
UAMA 00550,CETESB,Rio Piracuama,SP,-22.865278,-45.584722,5,2016,2018,3
UAMA00600,CETESB,Rio Piracuama,SP,-22.8753,-45.5822,5,2020,2021,2
VEME 04250 ou VEME04250,CETESB,Ribeirão Vermelho ou Mutinga,SP,-23.463889,-46.754167,5,2013,2020,7
VIDK04900,CETESB,Córrego do Vidoca,SP,-23.1883,-45.9158,5,2018,2021,3
XOTE02500,CETESB,Córrego do Baixote,SP,-21.310278,-50.310556,5,2001,2021,20
